"ID","name","category","developer","rating"
"b1802","Waterslide Extreme","Racing","Dare Digital Ltd","3.0827"
"b1803","Fun Run - Multiplayer Race","Racing","dirtyBit","4.73072"
"b1804","Asphalt 8: Airborne","Racing","Gameloft","4.59813"
"b1805","Real Racing 3","Action","Electronic Arts","4.41775"
"b1806","CSR Racing","Racing","NaturalMotion","4.41204"
"b1807","Hill Climb Racing","Entertainment","Fingersoft","4.44631"
"b1808","Bike Race Free - Top Motorcycle Racing Game","Games","Top Free Games","4.78322"
"b1809","Farkle Mania - Online Multiplayer","Dice","Nurigames","4.27273"
"b1810","Tiger King Casino Slots: The Lucky Asian Las Vegas Slots Journey Bonanza","Casino","Rocket Speed, Inc.","4.79097"
"b1811","Addictive Mahjong Emoji","Entertainment","Shawn Mottley","4.43269"
"b1812","Parking Games Dino - Real Car Racing &amp; Driving Games Simulator Free","Dice","Anarchy Arcade Free Games &amp; Apps, LLC","3.33333"
"b1813","Solitaire Tri-Peaks Free","Card","Shaoqing Cen","4.29103"
"b1814","Casino Craps Pro 3D","Casino","MMW Apps","4.46666"
"b1815","A Little Crazy Pet Vet Baby Boo Hospital - My virtual fun care dentist doctor nose eye hair nail salon office for plush pets makeover games for kids boys &amp; girls","Games","Tic Toc Pocket Games","3.58621"
"b1816","Mahjong Jewels 3D - Deluxe Brain Training Game!","Dice","Boy Howdy Technology LLC","4.19998"
"b1817","Pop Dots Jam Family Game for Kids of All Ages","LLC","Uberapps: The Best Top Free Addictive Casual Tap Games, LLC","874 Ratings"
"b1818","Viva Slots Casino - Free Vegas Slot Machine Games","Luckios Game Co.","Luckios Game Co., Ltd.","4.75"
"b1819"," ","Entertainment","yaseen hj","25 Ratings"
"b1820","Gross Scanner: Fingerprint Detector","Entertainment","RFAM Group LLC","4.36842"
"b1821","3D Fashion Girl Mall Runner Race Game by Awesome Girly Games FREE","Music","Kristy Pack","4.8155"
"b1822","iFarkle","Dice","SKJM, LLC","4.78571"
"b1823","Ludo Online Multiplayer (Mr Ludo)","Dice","YoAmbulante","4.4054"
"b1824","Car Games of Real Asphalt - Racing and Driving Simulator for Boys &amp; Kids (8+) Free","Racing","Mega Rock, LLC","3.65"
"b1825","Prospectors - Nature's Slot Machine of Diamonds &amp; Gold Treasure Free for iPad and iPhone","Casino","Simon Chang","4.42657"
"b1826","verydice - Roll dice. Win tickets. Get cool stuff.","Dice","SquareTwo, Inc","4.28571"
"b1827","Fun Vegas Slots","Casino","King Peak Entertainment","4.74096"
"b1828","Street Dice","Casino","Grand Prize Network, LLC","33 Ratings"
"b1829","` Block Jones: Pixel Craft Zombie Temple Free by Top Crazy Games","Top Crazy Games LLC","Top Crazy Games LLC","3.84615"
"b1830","Solitaire in Wonderland","Card","CookApps","187 Ratings"
"b1831","Fun Princess Girl Run Game - The Best Awesome Addicting Kids Games For Free","Entertainment","Kristy Pack","4.81627"
"b1832","Bliss Lite - The Game for Lovers","Dice","Games for Loving","117 Ratings"
"b1833","Tawla - Lite (Backgammon Game Arabian Style)","Board","TAYA IT","4.32876"
"b1834","Slots - Golden Era","Casino","Pharaohs Interactive Inc.","4.14286"
"b1835","Dice Roller For \"Dungeons &amp; Dragons\"","Lifestyle","Smart ZETA","27 Ratings"
"b1836","Kart Racing 3D Free Car Racing Game","Racing","Sulaba Inc","31 Ratings"
"b1837","Yacht Free","Dice","William Jockusch","161 Ratings"
"b1838","Jewel Games Candy Christmas 2013 Edition - Fun Candies and Diamonds Swapping Game For Kids HD FREE","Puzzle","Evolax Ltd","3.70408"
"b1839","Kids Learning Puzzles: Dogs - My Math Educreations Brain Pop Building Blocks","Trivia","Swipea Kids Apps","31 Ratings"
"b1840","2048 HD - Snap 2 Merged Number Puzzle Game","Trivia","Hongyan Zhan","4.75"
"b1841","\"A+\" Spin to Win Wheel of Las Vegas Fortune Slots Simulation Machine Casino What a Bash!","Dice","Chukwuemeka Oguh","4.08333"
"b1842","` Awesome Slushy Drink Maker - Frozen Food Soda Dessert Free","Dice","Top Crazy Games LLC","4.1746"
"b1843","Gold Dolphin Casino Slots - Real Rewards","Dice","YUAN LI","4.22983"
"b1844","Phase 10 Dice Free","Dice","Magmic Inc.","2.10524"
"b1845","Slots of the Caribbean Free","Entertainment","Avalinx LLC","829 Ratings"
"b1846","Video Scare Prank","Trivia","VZO entertainment","2.18181"
"b1847","AAA House of Luck-y Gold Roulette Spin the Wheel Craze - Hit Win Play Wild Jackpot Casino Games Pro","Dice","zagham arshad","4.66667"
"b1848","Ace Football Trivia - Fun Quiz Games for Kids (Boys &amp; Girls) Free","Sports","Mega Rock, LLC","4.17307"
"b1849","Slot Fever","Dice","Sprakelsoft","4.0"
"b1850","Super Gorilla Slots Journey Way","Dice","Rocket Speed, Inc.","4.75544"
"b1851","Nasty Bottle","Dice","Lazaros Vrysis","3.77778"
"b1852","Slots Dreams - Casino Slot Machine","Casino","Tapo Mobile","4.16667"
"b1853","Dentist Games of Ninja - Fun Kids Games for Boys &amp; Girls","Entertainment","Mega Rock, LLC","2.5"
"b1854","Smash Slots","Casino","TOPGAME ENTERTAINMENT","4.71523"
"b1855","Kids Learning Puzzles: Transport &amp; Vehicles, Tangram Building Blocks Make My Brain Pop","Dice","Swipea Kids Apps","37 Ratings"
"b1856","Totally FREE Solitaire - Deluxe Klondike Card Game","Dice","Boy Howdy Technology LLC","4.89473"
"b1857","Yachty","Dice","Rubicon","4.36667"
"b1858","Ice Cream Milkshake Smoothie Dessert Drink Maker","Dice","Richard Wu","4.09999"
"b1859","Gay Dice soft- Lesbienne and Gay version","Entertainment","Tiben Studio","3.01839"
"b1860","Riches of Greece Free Casino Slots: An Epic Odyssey through Mount Olympus and Mythology with the Greek Gods","Casino","Rocket Speed, Inc.","4.79221"
"b1861","TimeQuest Slots | Free Casino Slots","Casino","Ruby Seven Studios, Inc.","4.34091"
"b1862","Slots - Casino Games!","Entertainment","Phonato Studios","4.49484"
"b1863","Kitty Cat Slots FREE Premium Casino Slot Machine Game","Entertainment","TAPBLAZE","4.14958"
"b1864","Rope And Swing Parkour Stick-man - Super Fun Run And Jump Kid Game FREE","Action","Combinatrix Ltd","2.63218"
"b1865"," ","Board","Fulla Studio","none"
"b1866","Candy Diamond 2015 - Fun Soda Pop Candies Puzzle Game For Kids","Entertainment","Marcelina Paulo","3.58824"
"b1867","Revolution - The New Cycle","Entertainment","AppBox Media","378 Ratings"
"b1868","Addictive Dice - Classic Dice Roller","Dice","Shawn Mottley","4.24615"
"b1869","LiteHD Mahjong Tea House Lite","Dice","Pharose eSolutions Inc","567 Ratings"
"b1870","Poop Clicker","Strategy","Mark Pettersson","4.34365"
"b1871","Logo Quiz Free Ultimate Guess The Brand Car Logos","Entertainment","Moohamad Hinbarji","4.66667"
"b1872","Reckless Crime Gangs of Grand City Mafia Free","Racing","Richard Wu","3.62963"
"b1873","Slots - Pandora Myth","Dice","Pharaohs Interactive Inc.","5.0"
"b1874","Craps - Casino Style!","Dice","Phonato Studios","4.01818"
"b1875","Sex Dice Free","Entertainment","Internet Designs","none"
"b1876","Winner Spinner","Board","Brian Balthazor","4.0"
"b1877","Neon Lights The Action Racing Game - Best Free Addicting Games For Kids And Teens","Dice","Kristy Pack","4.82299"
"b1878","Alpha Dino Sniper 2014 3D FREE: Shoot Spinosaurus, Trex, Raptor","Music","Simon Crack","3.75"
"b1879","Super Tiger Way Slots","Casino","Rocket Speed, Inc.","4.8564"
"b1880","Erotic Dice","Dice","Kuixotiq","1.4"
"b1881","Happy Ludo","Dice","CHUN TAO CUI","3.83019"
"b1882","Slots - Vegas Free Casino","Dice","Ford Wang","278 Ratings"
"b1883","Pic Quiz: a logo wonder word game to guess what's the 1 little riddle by seeing 4 pop of picture icon","Word","Quicksand Playground","3.85714"
"b1884","Candy Soda Slots Turbo Journey of Sinners - (Crush it with Master Vegas Jackpot Casino) Free","Entertainment","Hotel Romeo Media LLC","4.19048"
"b1885","Real Casino Vegas Slots","Dice","King Peak Entertainment","4.77977"
"b1886","Ninja Run &amp; Jump Mega 3D Race - Super Mine Mini Games for Kids (Boys &amp; Girls)","Racing","Mega Rock, LLC","3.58824"
"b1887","CUBE RUNNER / cube run","Racing","Canvas soft","4.0"
"b1888","Kids Learning Puzzles: Farm Animals - Tangrams for K12","Books","Swipea Kids Apps","48 Ratings"
"b1889","Yatzy World","Dice","Simit","1253 Ratings"
"b1890"," ","Board","MHD BASSAM ALHALABI","3.6"
"b1891","Slots - Pyramid Spirits 3","Casino","ZENTRONIC GmbH","3.61111"
"b1892","Roulette Live : Casino All-In","Casino","Crispy Games Private Limited","4.49573"
"b1893","Dream of Vegas Slots Casino - Free Slot Machines","Casino","Cai Lu","none"
"b1894","Titan Slots III","Entertainment","TOPGAME","3.80556"
"b1895","RPG Roller","Utilities","Moondog Software","4.82773"
"b1896","Jewel Blitz - Free Addictive Puzzle Crush Game HD","Entertainment","jawapps","3.69124"
"b1897","Rento - Monopoly version","Dice","Deyan Vitanov","4.57143"
"b1898","Backgammon Premium","Dice","Trivial Technology","4.55088"
"b1899","Thunderer Slots: Free Slot Machines &amp; Vegas Casino","Entertainment","Luckios Game Co., Ltd.","5.0"
"b1900","Backgammon Lord of the Board Free Backgammon","Board","Beach Bum Ltd","4.5"
"b1901","Are You a Catch?: Scanner &amp; Detector","Dice","RFAM Group LLC","3.72727"
"b1902","Emoji Hop 2016A New Emoticons Dotz Jump &amp; Dodge Skyward Game","Entertainment","Da Lei","3.5"
"b1903","Buffalo Bonus Casino","Dice","Fox Cub","4.58152"
"b1904","Vegas Jackpot Casino Slots - Free Classic Las Vegas Slots Journey","Casino","Rocket Speed, Inc.","4.71642"
"b1905","Backgammon Masters Free","Dice","2KB LLC","3.0"
"b1906","`Stickman Police Car Crime Chase Race: The Doodle Chase Racing Free by Top Crazy Games","Top Crazy Games LLC","Top Crazy Games LLC","3.4"
"b1907","Poker Jewels VideoPoker Diamond Tycoon Edition!","Card","Boy Howdy Technology LLC","1465 Ratings"
"b1908","Tap Heroes - Idle Clicker","Entertainment","VaragtP Studios AB","4.53333"
"b1909","Slots Secret- FREE Las Vegas Slot Machines &amp; Double Fun Casino Game","Dice","GameBox Studios Ltd.","4.43386"
"b1910",": Backgammon :","Dice","LITE Games GmbH","2.88889"
"b1911","Kids Learning Puzzles: The Family Handyman - Tangram Building Blocks Make Your Brain Pop","Dice","Swipea Kids Apps","14 Ratings"
"b1912","Stunt Extreme Legends","Racing","Yu Lin","4.95454"
"b1913","Star Mania","Dice","BIN ZHAI","4.43234"
"b1914","Video Scare Prank - One Direction Edition - a scary wallpapers joke game for 1d booth fan &amp; me","Entertainment","VZO entertainment","2.91667"
"b1915","Snakes and Ladders Game LITE","Entertainment","ManualiPc","2.46774"
"b1916","Eredan Arena - PVP Heroes battles","Games","Feerik Games","3.5"
"b1917","Mahjong 13 tiles","Entertainment","Qiyong Li","4.37079"
"b1918","Lucky Sexy 777 - Free Casino Slot Machine Simulation Game","Casino","Erwin Felicilda","3.93162"
"b1919","Ultimate Party Slots","Casino","Pharaohs Interactive Inc.","4.35714"
"b1920","Sexy Love Dice 3D","Dice","ClickConnect GmbH","24 Ratings"
"b1921","Turbo Moto Warrior Racing: free &amp; fun real physics fast csr bike rivals vs driving race game classic 2","Lifestyle","Xu Tianshui","4.19355"
"b1922","Parcheesi by Playspace","Dice","PlaySpace","3.92308"
"b1923","Slots - Las Vegas Grand Jackpot Slot Machines!","Entertainment","Luckios Game Co., Ltd.","4.76087"
"b1924","Creepy Monster Run Horror - Awesome Scary Hunter Dash Game For Teen Boys Free","Music","Kristy Pack","4.85003"
"b1925","Best Board Games Free","Board","Joe Pitto","4.10526"
"b1926","Rainbow Jewels: Connect Matching Color Dots Puzzle","Education","Boy Howdy Technology LLC","1188 Ratings"
"b1927","Big Spin Bingo - Top FREE Bingo Bonuses!","Casino","Ruby Seven Studios, Inc.","4.44186"
"b1928"," ","Entertainment","TapNext","4.52714"
"b1929","Classic Free Casino 777 Slot Machine Games with Bonus for Fun : Win Big Jackpot Daily Rewards","Casino","RoboNacho Systems, LLC","4.03015"
"b1930","Crush it Slots of Fortune! (Gold Coin Bash Casino) - Big Win FREE","Entertainment","Hotel Romeo Media LLC","4.08695"
"b1931","Slots Jackpot Inferno - Free Progressive Macau and Vegas Casino Games","Rocket Speed","Rocket Speed, Inc.","4.78261"
"b1932","Aw Craps!","Casino","24x7digital LLC","4.70587"
"b1933","Zombie Dice","Games","Steve Jackson Games","4.27728"
"b1934","Slots Vegas","Entertainment","Game with friends","4.27585"
"b1935","Simply Ludo","Entertainment","Simply Game","4.27127"
"b1936","What's The Food? Guess the Food Brand Icons Trivia","Inc.","Tapgang Apps and Games, Inc.","2.5"
"b1937","dayNish: Yo Mama Jokes, Pick Up Lines, and Funny Quotes Daily","Dice","RFAM Group LLC","1668 Ratings"
"b1938","Backgammon Plus!","Games","Peak Games","199 Ratings"
"b1939","QuizCraze Logo Mania - a color quiz game to guess what's that pop food &amp; brand icon!","Trivia","VZO entertainment","3.95918"
"b1940","Snakes &amp; Ladders Game Online Lite","Dice","Roksana Ferdous","418 Ratings"
"b1941","Slots Casino: Free Slot Games","Ford Wang","Ford Wang","4.16667"
"b1942","Lucky Roulette - Game","Entertainment","Kyungjin Lee","4.46511"
"b1943","Tri-Peaks Solitaire","Card","Zhiwei Lai","4.34147"
"b1944","Seagirt Solitaire","Dice","Tongzou Nee","none"
"b1945","Backgammon.","Dice","DoraLogic","502 Ratings"
"b1946","`Baby Corn Run Race Free - Easy Kids Jump Chase Racing by Top Crazy Games","Top Crazy Games LLC","Top Crazy Games LLC","3.46429"
"b1947","Animal Hunter 2014 3D - Sniper Shooting Gun Down Deer, Boar, Fox, Bear &amp; More Simulator Game","Music","Lara Faichney","3.85714"
"b1948","Vegas Slot Machines : Free Slots Casino With Huge Rewards","Dice","Luckios Game Co., Ltd.","4.48672"
"b1949","LOL Piano - Pianist Keyboard","Trivia","RFAM Group LLC","3.75676"
"b1950","Slots Lost Treasure Journey Slot Machine Games - Win Progressive Chips, 777 Wild Cherries, and Bonus Jackpots in the Best Lucky VIP Macau Casino Bonanza!","Entertainment","Rocket Speed, Inc.","4.67919"
"b1951","Slots of Fun","Entertainment","Game with friends","4.03906"
"b1952","Backgammon Gold","Dice","mobivention GmbH","3032 Ratings"
"b1953","Backgammon PlayGem - Multiplayer Free Backgammon","Lifestyle","Playgem Technologies Ltd","3.91429"
"b1954","Fun Stunt Kids E-Xtreme BMX Smackdown - Best Dirt Bike Games for Boys &amp; Girls Free","Entertainment","Mega Rock, LLC","4.24705"
"b1955","Loser Detector: Fingerprint Scanner","Trivia","RFAM Group LLC","3.36364"
"b1956","Slots Free - Royal Casino - Vegas Slot Machines","Dice","HK JIUWEI GROUP LIMITED","4.67856"
"b1957","Pharaoh Slots: Free Casino","Casino","Ford Wang","634 Ratings"
"b1958","Christmas Games Kids Fun Run - Cool Dirt Bike Games for Boys &amp; Girls Free","Entertainment","Mega Rock, LLC","3.84615"
"b1959","A 100 Balls -Make Ball Fall &amp;Catch Them 8 Circle Cups Pool","Dice","yajun xiong","4.42424"
"b1960","Slots in Wonderland - Las Vegas Free Slots Machines","Entertainment","Have Fun Studios","4.54793"
"b1961","Bouncing Bubbles LITE - The absolutely crazy bubble shooter game","Health & Fitness","JRSoftWorx","4.125"
"b1962","Pharaohs Way Slots - Egypt Casino Slot Machines","Dice","QIAN ZHU","4.69231"
"b1963","Free Yatzy Classic Dice Rolling Game like Yahtzee","Card","Boy Howdy Technology LLC","4.4516"
"b1964","Word Search - Find Little Crosswords, Spider &amp; Freecell Solitaire, Brain Challenged Puzzles","Dice","zeng weicai","4.63312"
"b1965","A Turtle Ninja Run 3D - Cool Kids Fun For Boys &amp; Girls Free","Entertainment","Simon Crack","3.42593"
"b1966","Candy Dozer Coin Splash - Sweet Gummy Cookie Free-Play Arcade Casino Sim Games","Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games","Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games","3.35714"
"b1967","Bingo Slots","Entertainment","TOPGAME","4.15853"
"b1968","Commando Behind EnemyLines Sniper Combat Blackouts","Adventure","Mohammad ali","2.76923"
"b1969","Keno Keno FREE","Casino","Robert Suh","3.87121"
"b1970","Pocket Bingo Free","Dice","Apostek Software","3.88462"
"b1971","Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free","Entertainment","Anarchy Arcade Free Games &amp; Apps, LLC","3.79921"
"b1972","a Kiss when Boss is not Watching","Casino","Si-Yeon Kim","4.11611"
"b1973","Awesome White Tile - Tap Black Tiles like Playing Piano","Productivity","Hongyan Zhan","4.37313"
"b1974","Dice With Buddies: Fun New Social Dice Game","Entertainment","Scopely","4.2243"
"b1975","VegasStar Casino - FREE Slots, Best Casino","Dice","Ford Wang","4.85077"
"b1976","Hotness Detector: How HOT Are You?! Scanner","Entertainment","RFAM Group LLC","4.11628"
"b1977","CHARADES FREE - Multiplayer word trivia for friends with new heads up timer","Word","FAD Games LLC","4.1875"
"b1978","Unblock My Car -Move Out Road,Slides Game","Entertainment","Huiying YIN","4.84814"
"b1979","SpinToWin Slots: Win Real Money! Free Sweepstakes","Casino","Fuzzy Button Games Inc.","5.0"
"b1980","Rock Paper Scissors - Fight!","Entertainment","Nick Salonen","3.15278"
"b1981","Stupid Scanner: IQ Detector","Word","RFAM Group LLC","3.35366"
"b1982","Real Vegas Slots","Casino","King Peak Entertainment","4.71902"
"b1983","Free Bingo 2","Entertainment","Christopher Walsh","4.01843"
"b1984","Roulette Royale - FREE Casino ( Mywavia Studios )","Casino","Mywavia Studios Pvt. Ltd.","4.45454"
"b1985","Guess the Logo Pic Brand - Word Quiz Game!","Trivia","Quicksand Playground","3.2"
"b1986","Slots Games - Free Casino Slot Machines","Casino","Huuuge Games Sp. z o.o.","2.875"
"b1987","Slot","Dice","Xi Chen","4.7371"
"b1988","Deluxe Slots &amp; Casino: Free Vegas Slot Machines","Casino","HK JIUWEI GROUP LIMITED","4.82222"
"b1989","Slots. Slots? Slots!","Casino","Rocket Speed, Inc.","4.91176"
"b1990","Yatzy","Family","Spigo ApS","2438 Ratings"
"b1991","Heads or Tails (Best Coin Flipping and Tossing Ever)","Dice","Richard de los Santos","3.77778"
"b1992","iFarkle Free","Dice","SKJM, LLC","4.69786"
"b1993","Shake 'em Dice","Dice","Robert Seber","3.64634"
"b1994","Ultimate Sex Dice - Play love games with your beloved and make your relationship even better","Lifestyle","Apps BG","2.92308"
"b1995","Backgammon For Money - Online Board Game","Dice","GT Holdings Limited","4.5"
"b1996","Duel Deck","Entertainment","Fabrizio Lagorio","4.85714"
"b1997","Cool Kids Fun Run - Best Dirt Bike Games for Boys &amp; Girls","Entertainment","Mega Rock, LLC","3.54545"
"b1998","Ninja Run &amp; Jump Mega 3D Kids Race - Super Mine Mini Games Stampede Free","Racing","Mega Rock, LLC","3.73077"
"b1999","Backgammon+","Dice","Adalat Nasibov","3.73887"
"b2000","Dice Mage","Entertainment","Tapinator, Inc.","4.58824"
"b2001","Girly Detector: Femininity Scanner","Dice","RFAM Group LLC","3.58407"
"b2002","Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games)","Games","Top Action Games","4.23112"
"b2003","Yatzy Ultimate Free - Best Dice Game - roll &amp; win","Board","Seavus DOOEL","3.33333"
"b2004","Dice Roller Simulator HD FREE","Dice","Internet Designs","572 Ratings"
"b2005","yazee","Dice","Timothy Dewey","4.58462"
"b2006","Stunt Trials","Racing","Yu Lin","4.87151"
"b2007","Slots of Gold","Casino","Avalinx LLC","4.54545"
"b2008","Farkle Dice - Free","Entertainment","Smart Box Design LLC","4.08511"
"b2009","Bike Race of Slender-man's Pages - Fun Kids (Girl &amp; Boy) Dirt Bike Racing Games (8+) Free","Entertainment","Mega Rock, LLC","4.13793"
"b2010","100+ Drinking Games: College Dorm Frat Drink Party Beer Games","App Holdings","App Holdings","2.0"
"b2011","Free Darts 3D","Dice","Radif Sharafullin","1.94524"
"b2012","Solitaire Arena","Card","RockYou, Inc.","4.61223"
"b2013","Word Shaker HD Free","Entertainment","AFKSoft","4.39534"
"b2014","White Tiles - Hit Black Color Block Square","Productivity","yajun xiong","3.55556"
"b2015","Motorcycle Bike Fire Chase Racing - Drive &amp; Escape","Racing","RoboNacho Systems, LLC","337 Ratings"
"b2016","Backgammon Free - Challenging Board &amp; Dice Game","Entertainment","Trivial Technology","4.40123"
"b2017","Slots - Lucky Win Casino Games: Free Slot Machines","Entertainment","Luckjoy Co., Limited","4.85207"
"b2018","iHeart Love Compatibility Match Calculator Free: Classic Version - Test Your Crush!","Dice","RFAM Group LLC","3.39706"
"b2019","Buffalo Slots Free-Royal Casino Fun Slot Machines!","Dice","Luckios Game Co., Ltd.","4.69998"
"b2020","Farkle Live","Entertainment","Playkot, Ltd.","4.56859"
"b2021","Yatzy HD","Family","Florian Letz","4.34884"
"b2022","Yatzy US - Play the Classic Board Games for Free","Board","UNIQO LP","4.19998"
"b2023","Cool Kids Ninja Run - Fun Dirt Bike Games for Boys &amp; Girls Free","Racing","Mega Rock, LLC","3.75"
"b2024","Backgammon Live Free board games with friends","Board","Come2Play","4.51232"
"b2025","iRoll Up Friends: Multiplayer Rolling and Smoking Simulator Game","Inc.","Tapgang Apps and Games, Inc.","3.125"
"b2026","Craps Lite","Entertainment","James Leno","4.5"
"b2027","iRoll Up the Rolling and Smoking Simulator Game","Inc.","Tapgang Apps and Games, Inc.","212 Ratings"
"b2028","Infinite Word Search Puzzles - Word Find Pro","Trivia","Conversion, LLC","3.71429"
"b2029","Roulette - Casino Style","Casino","Rnf Technologies","4.8419"
"b2030","Craps Master 3D","Casino","AreaSixtyOne LLC","4.23637"
"b2031","Super Bullet","Business","Li huizhen","3.94737"
"b2032","Sex Dice 3D Lite -Love game very HOT-","Entertainment","Gregory BAL","2.95455"
"b2033","Farkle","Dice","DoraLogic","4.04286"
"b2034","SLOTS - Lucky Win Casino Games: Free Slot Machine","Entertainment","Moriam Akter","71852 Ratings"
"b2035","Word Crack Free","Dice","Etermax","4.44031"
"b2036","Farkle Addict : 10,000 Dice Casino Deluxe","Entertainment","Robert Suh","4.34673"
"b2037","Yatzy Addict","Dice","Robert Suh","4.27609"
"b2038","Gold Fish Free Slots Slot Machine Casino Games","Phantom EFX","Phantom EFX","4.66092"
"b2039","Ninja Run Multiplayer 3D Racing: Free Racing Games","Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games","Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games","4.44761"
"b2040","Slots Pharaoh's Fire - The best free slots!","Entertainment","CERVO MEDIA GMBH","4.62962"
"b2041","Quick Hit Slots Free Casino Slot Machines Games","Appchi Media Ltd","Appchi Media Ltd","3.49254"
"b2042","Backgammon Free","Entertainment","Optime Software LLC","3.61317"
"b2043","Dice With Buddies Free: Fun New Social Dice Game","Board","Scopely","4.13228"
"b2044","YAHTZEE With Buddies: The Classic Dice Game Free","Board","Scopely","3.99254"
"b2045","Slots Pharaoh's Way - The best free casino slots!","Entertainment","CERVO MEDIA GMBH","4.28571"
"b2046","Solitaire","Card","Harpan LLC","4.31601"
"b2047","Pet Baby Care","Education","Libii Tech Limited","3.98783"
"b2048","Monster Salon","Educational","Libii Tech Limited","3.99024"
"b2049","Toddler Games and Fish Puzzles for Kids: Age 1 2 3","Educational","Antti Lehtinen","3.8"
"b2050","My Newborn Sister - Mommy &amp; Baby Care","Entertainment","TabTale LTD","3.875"
"b2051","My Little Pony Friendship Celebration Cutie Mark Magic","Family","Hasbro, Inc.","3.97403"
"b2052","Elmo Loves ABCs for iPad","Family","Sesame Street","3.31818"
"b2053","Libii Hospital","Educational","Libii Tech Limited","3.76138"
"b2054","Foot Doctor Nail Spa Salon Game for Kids Free","Games","Fancy Quiz Games","3.86364"
"b2055","My Virtual Cat ~ Pet Kitty and Kittens Game for Kids, Boys and Girls","Educational","Tapps Tecnologia da Informao Ltda.","4.6875"
"b2056","Amazing Coin(USD): Money Counting Learning games","Education","Joy Preschool Game","794 Ratings"
"b2057","Baby Games for One Year Olds","LLC","BrainVault Games, LLC","3.42857"
"b2058","InMind VR (Cardboard)","Educational","NIVAL, INC.","4.22222"
"b2059","Preschool Toy Phone - Activities for Toddlers","Education","KID BABY TODDLER LTD.","1129 Ratings"
"b2060","Pony Unicorn Dress Up Salon Maker Games For My Little Baby Girls","Education","Irina Schens","3.84"
"b2061","Kindergarten Math Games For Kids (singapore) free","Educational Books","Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs","4.54545"
"b2062","Icy Dessert Maker","Entertainment","Bake More Cake Maker Inc.","4.12751"
"b2063","Dino Puzzle: Kids Dinosaurs Puzzles Learning Games","Tiltan Games (2013) LTD","Tiltan Games (2013) LTD","4.46154"
"b2064","My Virtual Pet Shop - Pet Store, Vet &amp; Salon Game","Educational","Tapps Tecnologia da Informao Ltda.","1771 Ratings"
"b2065","Toddler's Farm - Animals, Puzzles &amp; Animal Sounds","Entertainment","Antti Lehtinen","4.0"
"b2066","My Princess Castle - Fantasy Doll House Maker Game for Kids and Girls","Educational","Tapps Tecnologia da Informao Ltda.","4.59859"
"b2067","Quizzitive A Merriam-Webster Word Game","Educational","Merriam-Webster, Inc.","4.55622"
"b2068","Candy Pizza Maker! by Bluebear","Family","Bluebear Technologies Ltd.","4.63235"
"b2069","Pet Doctor","Educational","Libii Tech Limited","3.93737"
"b2070","Quiz Run - Challenge your friends!","Trivia","Voodoo","4.4516"
"b2071","My Doll House - Virtual Dream Home Maker","Entertainment","Tapps Tecnologia da Informao Ltda.","4.35294"
"b2072","Smoothie Master: A Crazy Chef Adventure","Simulation","TabTale LTD","3.5"
"b2073","Dress Up - Christmas Girls","Educational","Libii Tech Limited","4.06667"
"b2074","My Holiday Coloring Book Free","Educational","Jeff PEDERSEN","1581 Ratings"
"b2075","Mermaid Makeover Salon - Makeup &amp; Spa Girls Games","Ninjafish Studios","Ninjafish Studios","347 Ratings"
"b2076","Early reading kids books - reading toddler games","Educational Books","Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs","4.38462"
"b2077","Elmo Calls","Educational","Sesame Street","none"
"b2078","Donut Maker! by Bluebear","Entertainment","Bluebear Technologies Ltd.","3.875"
"b2079","Babysitter Makeup - Girls Dress &amp; Baby Care","Educational","Pocket Princess","3.02703"
"b2080","Celebrity Baby Salon - Kids Games","Bear Hug Media","Bear Hug Media","3.52482"
"b2081","Farm Sounds Free - Fun Barn Animal Noises for your Kids","Educational","Tantrum Apps","3.25628"
"b2082","Rescue Reef","Educational","MindJolt","4.119"
"b2083","Campus Holiday","Entertainment","Pocket Gems, Inc.","4.32749"
"b2084","Snow Cone Maker - by Bluebear","Entertainment","Bluebear Technologies Ltd.","4.375"
"b2085","Thisissand","Educational","Beige Elephant","4.18966"
"b2086","Zoo Sounds Free - A Fun Animal Sound Game for Kids","Education","Tantrum Apps","3.51724"
"b2087","Dress Up - Flower Fairy","Educational","Libii Tech Limited","3.68966"
"b2088","Craft your games! - Createrria 2","Adventure","Incuvo","3.97059"
"b2089","My Boo Album - Virtual Pet Sticker Book for Kids","Family","Tapps Tecnologia da Informao Ltda.","4.52447"
"b2090","Letter School, ABC Alphabet &amp; Tracing app for kids","Educational","CFC s.r.o.","3.2"
"b2091","Baby Airlines - Airport Adventures","Entertainment","Kids Fun Club by TabTale","4.33333"
"b2092","Ear Doctor","Educational","Bluebear Technologies Ltd.","331 Ratings"
"b2093","Halloween MakeUp","Entertainment","Libii Tech Limited","4.44998"
"b2094","Celebrity Shave - Beard hair makeover spa &amp; salon","Games","Tic Toc Pocket Games","4.3545"
