"ID","name","category","developer","rating"
"b2095","Princess Baby Salon Doctor Kids Games Free","Educational","App Mania LLC","3.76423"
"b2096","My Newborn Kitty - Fluffy Care","Family","TabTale LTD","3.80247"
"b2097","Memory matches brain trainer matching preschool toddler childrens educational training and match learning games for kids boys and girls for free","Education","Irina Schens","3.84896"
"b2098","ABC Circus (Free) -Alphabet Learning&amp;Tracing Games","Joy Preschool Game","Joy Preschool Game","426 Ratings"
"b2099","Quiz of Kings","Education","Elyas Nadali","3.45"
"b2100","Cake Maker Salon","Family","Libii Tech Limited","4.36362"
"b2101","Make Candy","Family","Bluebear Technologies Ltd.","4.15"
"b2102","Triplet Baby Doctor Salon Spa Kids Games Free","Games","Free Addicting Games","3.61176"
"b2103","Doctor Dracula - Vampire Surgeon","Family","Kids Fun Club by TabTale","2.66667"
"b2104","Cupcakes! Bake &amp; Decorate","Entertainment","Maverick Software LLC","4.05319"
"b2105","Build A Train Lite","Education","Playtend Apps LLP","4.25648"
"b2106","Cat Kitten Kitty Pet Baby Animal JIgsaw Puzzle Games for Girls who love educational memory learning puzzles for kids and toddlers","Education","Irina Schens","4.53083"
"b2107","Milkshake Maker - by Bluebear","Entertainment","Bluebear Technologies Ltd.","3.94737"
"b2108","Candy Bar Maker","Family","Bluebear Technologies Ltd.","3.33333"
"b2109","Little Foot Doctor - kids games","Family","George CL","3.85714"
"b2110","Preschool &amp; Kindergarten learning kids games free","Educational Books","Kids Academy Co apps: Preschool &amp; Kindergarten Learning Kids Games, Educational Books, Free Songs","4.66667"
"b2111","Cake Doodle","Family","Shoe the Goose","4.72879"
"b2112","Tozzle Lite - Toddler's favorite puzzle","Educational","nodeflexion.com","4.4"
"b2113","Christmas Salon Spa &amp; Hair Makeover Games for Kids","Family","App Whisperer LLC","3.81295"
"b2114","Pet Vet Dentist Doctor - Games for Kids Free","Educational","VZO entertainment","3.89655"
"b2115","Blackbox - think outside the box","Educational","Ryan McLeod","4.85614"
"b2116","Puppy Doctor","Educational","Bluebear Technologies Ltd.","4.3"
"b2117","Girls Hair Salon - Hair Style &amp; Makeover Games for Kids, by Pazu","Family","Pazu Games Ltd","4.05495"
"b2118","Balloon Baby School - Learning Games &amp; Flash Cards","Educational","TabTale LTD","643 Ratings"
"b2119","Cat Kitty Kitten Coloring Pages - Free Girl Games","Irina Schens","Irina Schens","4.55161"
"b2120","Burger Crazy Chef - Make Your Own Funny Hamburger","Education","Kids Fun Club by TabTale","3.7"
"b2121","TapTyping - typing trainer","Educational","Flairify LLC","4.26356"
"b2122","Clockwork Brain Training | Memory &amp; Attention Game","Puzzle","Total Eclipse P.C.","4.62887"
"b2123","Paper Girl - Morning Madness Adventures","Adventure","Kids Fun Club by TabTale","3.19355"
"b2124","Halloween Salon","Family","Libii Tech Limited","4.22455"
"b2125","Princess Salon - Girls Games","Bear Hug Media","Bear Hug Media","3.64835"
"b2126","Test \"Brain Age\" - memory trainer quiz [mind game for IQ improve]","Educational","Dmitriy Yudin","3.10526"
"b2127","Seaside Salon","Family","Libii Tech Limited","4.08333"
"b2128","Vocabulary Builder from Magoosh","Education","Magoosh","4.64745"
"b2129","Memory!","Educational","Irina Schens","3.95827"
"b2130","Mermaid - Dress Up!","Family","Dress Up Media","3.8"
"b2131","My Alphabet Coloring Book","Educational","Jeff PEDERSEN","1289 Ratings"
"b2132","Pop Star Salon","Family","Libii Tech Limited","4.08828"
"b2133","Toddler Games and Abby Puzzles for Kids: Age 1 2 3","Family","CFC s.r.o.","4.27273"
"b2134","My Little Baby - Baby Dress Up Game","Family","Libii Tech Limited","4.17999"
"b2135","You Stupid","Puzzle","Squad Social LLC","2.76471"
"b2136","Corn Dog Maker by Bluebear","Entertainment","Bluebear Technologies Ltd.","1113 Ratings"
"b2137","Mental Math Cards - Tips, Fact Practice, &amp; Timed Challenge","Education","Nicholas McNamara","4.31724"
"b2138","Pizza Crazy Chef - Make, Eat and Deliver Pizzas with Over 100 Toppings!","Education","Kids Fun Club by TabTale","3.46667"
"b2139","Feed The Animals with Pet Doctor, Salon &amp; More","Educational","Paper Boat Apps","4481 Ratings"
"b2140","Baby Meal Party!","Family","Shake It","4.375"
"b2141","Baby Food Fair - Make, Eat, Play - Have Fun!","Education","Kids Fun Club by TabTale","4.0"
"b2142","Frozen Treats Ice-Cream Cone Creator: Make Sugar Sundae! by Free Food Maker Games Factory","Family","App Holdings","3.58065"
"b2143","Little Girl Salon","Educational","Libii Tech Limited","3.80634"
"b2144","Celebrity SPA - girls games","Family","George CL","3.07143"
"b2145","Baby Room Makeover - Extreme Edition!","Family","Kids Fun Club by TabTale","3.76471"
"b2146","Word Jigsaw: A Jigsaw Puzzle for Word Game Lovers!","Education","Sarah Pierce","4.78903"
"b2147","Watercolors","Educational","ADONIS SOFTWARE SRL-D","4.11111"
"b2148","Word Lookup Free - Dictionary and Anagram Finder \"for Words With Friends\"","Word","Peter Hunt","4.64592"
"b2149","iMimic: 80's Vintage Electronic Memory Game","Music","Fernando Sciessere","4.27451"
"b2150","Breakfast Food Maker Kids Games (Girls &amp; Boys)","Games","Free Addicting Games","3.67105"
"b2151","What's My Age?","Educational","Odin's Eye LLC","2.9"
"b2152","Toddler kids games - Preschool learning games free","Educational","CFC s.r.o.","4.3913"
"b2153","Cheerleader Salon","Education","Libii Tech Limited","4.07692"
"b2154","Christmas Food Fever Cooking Maker Kids Games","Fancy Quiz Games","Fancy Quiz Games","3.82545"
"b2155","Alchemy","Entertainment","Denis Butyletskiy","3.41852"
"b2156","Thomas &amp; Friends: Go Go Thomas! Speed Challenge","Racing","Budge Studios","4.02885"
"b2157","Toddler Educational Learning Games-EduKitty Free","Family","Cubic Frog Apps","4.1994"
"b2158","Teddy Bear Maker","Family","Orca Inc.","3.8125"
"b2159","Animal Games for Kids: Puzzles HD","Educational","Scott Adelman Apps Inc","4.11582"
"b2160","PBS KIDS Games","PBS KIDS","PBS KIDS","3.83333"
"b2161","Marshmallow Maker - Toasted Marshmallows!","Family","Bluebear Technologies Ltd.","3.8125"
"b2162","Virtual Reality Roller Coaster for Google Cardboard VR","Entertainment","denis kropov","4.26786"
"b2163","FunBlast Trivia Free","Lifestyle","Fun2Go Trivia &amp; More","4.33195"
"b2164","Kids Shave Salon Spa Games (Boys &amp; Girls)","Games","Fancy Quiz Games","3.93123"
"b2165","Wedding Salon - girls games","Educational","George CL","2.91429"
"b2166","LEGO DUPLO Food","Entertainment","LEGO Systems, Inc","4.02857"
"b2167","Pony Games for Girls My little Jigsaw Pony Puzzles","Educational","Irina Schens","4.51579"
"b2168","Baby Doctor - Toy Hospital Game","Educational","Kids Fun Club by TabTale","464 Ratings"
"b2169","Giraffe's Matching Zoo","Educational","Tomato Interactive LLC","3.71795"
"b2170","Kids Coloring Book - Doodle Pad 2in1","Family","Bejoy Mobile","4.10447"
"b2171","Instructions for LEGO How To Build New Toys","Trivia","Damir Nigomedyanov","3.81818"
"b2172","Monster Hair Salon","Family","Libii Tech Limited","3.98217"
"b2173","Gingerbread Crazy Chef - Cookie Maker","Education","Kids Fun Club by TabTale","4.66667"
"b2174","Crazy Hospital!","Educational","Bluebear Technologies Ltd.","3.96865"
"b2175","Math Ninja HD Free!","Educational","Razeware LLC","3.78648"
"b2176","Dessert Slushy Maker Food Cooking Game - make candy drink for ice cream soda making salon!","Educational","Quicksand Playground","4.09877"
"b2177","Powder Game","Simulation","DAN-BALL","4.24324"
"b2178","Christmas Dentist Doctor Kid Games (Girls &amp; Boys)","Family","VZO entertainment","4.18107"
"b2179","Maker - Snow Cone!","Family","Maker Labs","823 Ratings"
"b2180","Llama Or Duck?!","Action","CodProd","4.35417"
"b2181","Rush Hour Free","Education","ThinkFun, Inc.","4.09091"
"b2182","Fat No More - Get Me Fit Fast","Simulation","Tapps Tecnologia da Informao Ltda.","4.34042"
"b2183","Brain Dots - Draw and solve! Brain Training Game","Education","Translimit, Inc.","4.39238"
"b2184","Fairy Salon","Educational","Libii Tech Limited","4.30618"
"b2185","Baby Pet Hair Salon Makeover Girls Games","Quicksand Playground","Quicksand Playground","3.58394"
"b2186","Jurassic Story Dragon Games - Dinosaur City Game","Role Playing","Liberteenz.LLC.","4.54054"
"b2187","Beach Food Maker","Family","Jam &amp; Jello","3.2"
"b2188","My Newborn Baby - Mommy &amp; Baby Care","Entertainment","Kids Fun Club by TabTale","4.0"
"b2189","Shapes! Toddler Kids Games,Baby Boys Learning Free","Educational","Gennadii Zakharov","4.69358"
"b2190","Newborn Twins Baby Care - Kids Games &amp; New Baby","Entertainment","George CL","3.72581"
"b2191","Dentist Office Kids","Educational","Beansprites LLC","3.73214"
"b2192","Baby Spa &amp; Hair Salon - kids games","Educational","George CL","3.58333"
"b2193","Preschool Zoo Puzzles and Fun Baby Games for kids","Family","Mafooly","4.31818"
"b2194","Wonder Polls: Question Everything! Free","Social Networking","Wonder Polls LLC","4.4935"
"b2195","MakeUp Salon","Family","Libii Tech Limited","3.36559"
"b2196","Little Newborn Baby Doctor - kids game &amp; new baby","Educational","George CL","3.62232"
"b2197","Virtual Reality Moon for Google Cardboard VR","Simulation","andrew sasaki","3.46154"
"b2198","Make Up Makeover Dress Up Star Model Popstar Girl Beauty Salon - free educational makeup games for girls loving fashion in anime style","Educational","Irina Schens","4.22804"
"b2199","Baby Birthday Planner","Education","TabTale LTD","4.59999"
"b2200","Ice Cream! by Bluebear","Educational","Bluebear Technologies Ltd.","4.25926"
"b2201","Princess Leg SPA - girl games","Family","George CL","2.72727"
"b2202","Candy Maker Food Games-iMake Lollipops for Kids","Educational","Cubic Frog Apps","4.23076"
"b2203","Toddler Games Coloring Shapes and Numbers-EduPaint","Family","Cubic Frog Apps","4.07895"
"b2204","Baby Home Adventure - Mommys Little Helper","Family","Kids Fun Club by TabTale","3.64706"
"b2205","One touch Drawing","Education","Ecapyc Inc.","13421 Ratings"
"b2206","Anya Dress Up &amp; Pet Puppies","Family","Sprite Labs","3.54545"
"b2207","Letter Quiz Free - an alphabet tracing game for kids learning ABCs","Education","Tantrum Apps","3.35849"
"b2208","Celebrity Dentist Doctor Salon Kids Game Free","Games","Fancy Quiz Games","3.93023"
"b2209","Letris 4: Best word puzzle game","Games","Ivanovich Games","4.24127"
"b2210","Little Throat Doctor - kids games","Educational","George CL","3.13333"
"b2211","Pocket Pup","Entertainment","WeeWorld","4.42649"
"b2212","My Virtual Pet - Cute Animals Free Game for Kids","Entertainment","Tapps Tecnologia da Informao Ltda.","4.26374"
"b2213","Princess Nail Salon - girls games","Educational","George CL","3.82759"
"b2214","Little Ear Doctor - kids games","Family","George CL","2.53846"
"b2215","Dress Up - Princess","Family","Libii Tech Limited","3.92593"
"b2216","Shade Spotter","Educational","Apex Apps DMCC","3.94737"
"b2217","Nose Doctor! - Free games","Family","Bluebear Technologies Ltd.","3.33333"
"b2218","Dress Up - Red Carpet","Entertainment","Libii Tech Limited","3.94444"
"b2219","Ice Pop Maker by Bluebear","Entertainment","Bluebear Technologies Ltd.","4.41026"
"b2220","LEGO DUPLO Train","Educational","LEGO Systems, Inc","3.42857"
"b2221","Little Alchemy","Educational","Jakub Koziol","4.58199"
"b2222","Brain Wars: Competitive brain training game","Education","Translimit, Inc.","4.62649"
"b2223","Design It! - Outfit Maker for Fashion Girls Makeover : Dress Up , Make Up and Tailor","Educational","Kids Fun Club by TabTale","3.5"
"b2224","Little Nose Doctor - free games","Educational","George CL","3.04348"
"b2225","Cookbook Master - Kitchen Chef &amp; Food Maker Game","Educational","Tapps Tecnologia da Informao Ltda.","4.0"
"b2226","Whirly Word (Free)","Games","Mighty Mighty Good Games","3.94091"
"b2227","Dress Up - Pet Salon","Educational","Libii Tech Limited","3.70109"
"b2228","First Words Sampler","Educational","Learning Touch LLC","3.42857"
"b2229","Nail Makeover - girls games","Family","George CL","3.24762"
"b2230","Pictorial","Educational","CloudGears UG (haftungsbeschrankt)","4.56832"
"b2231","Minnie Mouse Matching Bonus Game","Entertainment","Wonder Forge, Inc","3.56845"
"b2232","Funny Animals for baby and preschool toddler - Play and learn","Education","App Holdings","4.22592"
"b2233","Kinetic Balls","Lifestyle","Motion 9 Studios, LLC","3.28571"
"b2234","Pet Vet Doctor - DOGS Rescue","Education","Bake More Cake Maker Inc.","4.2316"
"b2235","My New Baby","Educational","Genera Kids","4.05825"
"b2236","Poptropica","Education","Family Education Network","4.0842"
"b2237","Dr. Driving","Racing","SUD Inc.","4.32669"
"b2238","Pixduel","Entertainment","FEO Media","3.58974"
"b2239","LEGO Juniors Create &amp; Cruise","Educational","LEGO Systems, Inc","3.80247"
"b2240","Campus Life: Fashion Girl","Role Playing","Pocket Gems, Inc.","4.00233"
"b2241","QuizUp","Social Networking","Glu Games Inc","3.29895"
"b2242","Slap Shots!","Sports","The Frosty Pop Corps Inc.","3.56098"
"b2243","Spades Free","Entertainment","Optime Software LLC","3.79585"
"b2244","Fantasy Forest Story: Land Before Dragons","Simulation","Storm8 Studios","4.3483"
"b2245","Chic Baby - Baby Care &amp; Dress Up Games for Kids, by Pazu","Family","Pazu Games Ltd","4.07619"
"b2246","Hearts+","Card","A Star Software LLC","4.84058"
"b2247","My Pizza Shop - Pizza Maker Game","Family","TAPBLAZE","3.91667"
"b2248","Make Up Me - Girls Makeup, Dressup and Makeover Games","Libii Girls Game","Libii Girls Game","4.38351"
"b2249","Prom Salon - girls games","Family","Bear Hug Media","4.09999"
"b2250","Bag It! FREE","Puzzle","Hidden Variable Studios","4.52113"
"b2251","Trivia Crack (Ad Free)","Entertainment","Etermax","none"
"b2252","Little Hand Doctor - kids games","Educational","George CL","3.50905"
"b2253","Eye Doctor - Kids games","Educational","Bluebear Technologies Ltd.","1082 Ratings"
"b2254","Chuggington Traintastic Adventures Free A Train Set Game for Kids","Education","Budge Studios","4.00738"
"b2255","Pet Beauty Salon - Kids Spa Games (Boys &amp; Girls)","Role Playing","Ninjafish Studios","1012 Ratings"
"b2256","Face Paint Party Salon - Girls Makeup &amp; Kids Games","Kids Games Studios LLC","Kids Games Studios LLC","3.0"
"b2257","make froyo! - free","Educational","R2","4.45509"
"b2258","School Lunch Food!","Family","Crazy Cats Inc.","3.14286"
"b2259","Baby Dream House - Care, Play and Party at Home!","Educational","Kids Fun Club by TabTale","3.96104"
"b2260","Movie Night Party - Popcorn Maker Cooking Games","Shake It","Shake It","4.0"
"b2261","Beauty Salon - Girls Games","Bear Hug Media","Bear Hug Media","4.425"
"b2262","Burrito Maker","Family","Crazy Cats Inc.","1703 Ratings"
"b2263","My new baby 2 - Twins!","Education","Genera Kids","4.12195"
"b2264","Make Soda! - by Bluebear","Entertainment","Bluebear Technologies Ltd.","4.14286"
"b2265","Monkey Preschool Lunchbox","Games","THUP Games","none"
"b2266","FarmVille: Tropic Escape","Entertainment","Zynga Inc.","3.7619"
"b2267","Hovercraft - Build Fly Retry","Racing","High Score Hero LLC","4.62946"
"b2268","Euchre 3D","Entertainment","A Star Software LLC","4.79411"
"b2269","My New Baby Story - Makeup Spa &amp; Dressup Kids Game","Family","Kids Games Studios LLC","2.4"
"b2270","DragonVale World","Family","Backflip Studios","4.60081"
"b2271","Baby Doctor Salon Spa Makeover Kid Games Free","Games","Fancy Quiz Games","3.76038"
"b2272","Webkinz","Family","GANZ","3.55556"
"b2273","WeeMee Avatar Creator","Educational","WeeWorld","3.96661"
"b2274","Four in a Row - Pro","Entertainment","Fino Soft Inc.","4.16798"
"b2275","Pet Foot Doctor Salon - Games for Kids Free","Educational","App Whisperer LLC","3.57037"
"b2276","Mermaid Salon - Girls Makeup, Dressup and Makeover Games","Libii Tech Limited","Libii Tech Limited","4.25406"
"b2277","Wedding Salon Spa Makeover Make-Up Games","VZO entertainment","VZO entertainment","3.55224"
"b2278","Ms. PAC-MAN Lite","Entertainment","BANDAI NAMCO Entertainment America Inc.","3.65829"
"b2279","Cow Evolution | Clicker Game of the Crazy Mutant Farm","Entertainment","Tapps Tecnologia da Informao Ltda.","4.77238"
"b2280","PAC-MAN DASH!","Entertainment","BANDAI NAMCO Entertainment Inc.","4.25589"
"b2281","Rubik's Cube Free","Puzzle","Magmic Inc.","4.24526"
"b2282","Star Chef: Cooking Game","Simulation","99Games Online Private Limited","4.64463"
"b2283","Star Girl Salon - Girls Makeup, Dressup and Makeover Games","Libii Tech Limited","Libii Tech Limited","4.21622"
"b2284","Magic Fingers Lite","Games","Sweet Action Games","4.57143"
"b2285","Makeup Girls - Wedding Dress Up &amp; Make Up Games for girls, by Pazu","Educational","Pazu Games Ltd","4.02412"
"b2286","Brain Games - free puzzle pop mind games","Puzzle","Falcon Mobile Inc.","4.10344"
"b2287","Art Nail - Girls games","Family","George CL","3.9375"
"b2288","Hearts Free","Entertainment","Optime Software LLC","3.84224"
"b2289","Ice Cream Jump","Arcade","Retro Dreamer","4.38213"
"b2290","My First Dog.","Simulation","PLAYBEAN","3.54984"
"b2291","Make-Up Touch - Girls Salon Games &amp; Kids Makeup","Family","Ninjafish Studios","4.19998"
"b2292","Milkshake Maker FREE Food Cooking Games for Girls","Educational","Fat Free Apps","4.05618"
"b2293","Sunnyville Pet Salon Animal Spa &amp; Hair Salon","Simulation","Sunstorm Interactive","4.8"
"b2294","Celebrity Shave Beard Makeover Salon &amp; Spa - hair doctor girls games for kids","Entertainment","Quicksand Playground","4.16322"
"b2295","Princess Hair Salon - Girls games","Family","George CL","3.1"
"b2296","Furby BOOM!","Entertainment","Hasbro, Inc.","4.0929"
"b2297","Toddler Kitchen Cooking Games-EduKitchen Girl Free","Educational","Cubic Frog Apps","4.07727"
"b2298","Monster Makeover Girls - Kids Dressup Salon Games","Ninjafish Studios","Ninjafish Studios","1256 Ratings"
"b2299","Dominos","Board","DoraLogic","4.625"
"b2300","Fisher-Price Giggle Gang App for Baby","Family","Fisher-Price","3.02985"
"b2301","Mall Girl","Role Playing","Buffy Moon Ltd","4.20714"
"b2302","Juju on the Beat","Family","Anonymous Inc","3.61392"
"b2303","Chinese Food Express! Fried Rice Noodles Buffet","Family","Crazy Cats Inc.","3.67647"
