"G_ID","G_name","G_category","G_developer","G_rating","A_ID","A_name","A_category","A_developer","A_rating"
"a59","War Dragons","Strategy","Pocket Gems","4.1","b3038","War Dragons","Entertainment","Pocket Gems, Inc.","4.53731"
"a2262","COOKING DASH","Casual","Glu","4.2","b3042","Cooking Dash","Entertainment","Glu Games Inc","4.02941"
"a2638","Nemo's Reef","Strategy","Disney","4.0","b3044","Nemo's Reef","Entertainment","Disney","2.94706"
"a1559","Chess With Friends Free","Board","Zynga","4.3","b3045","Chess With Friends Free","Strategy","Zynga Inc.","4.1898"
"a695","World of Tanks Blitz","Action","Wargaming Group","4.3","b3052","World of Tanks Blitz","Strategy","WARGAMING Group Limited","3.825"
"a109","Bloons TD Battles","Strategy","ninja kiwi","4.4","b3063","Bloons TD Battles","Strategy","Ninja Kiwi","4.66406"
"a2814","Chess Free","Board","Optime Software","4.0","b3066","Chess Free","Strategy","Optime Software LLC","3.97327"
"a1294","SimCity BuildIt","Simulation","ELECTRONIC ARTS","4.4","b3068","SimCity BuildIt","Simulation","Electronic Arts","4.4867"
"a964","Castle Clash: Rise of Beasts","Strategy","IGG.COM","4.6","b3069","Castle Clash: Rise of Beasts","Action","IGG.COM","3.69272"
"a966","Boom Beach","Strategy","Supercell","4.5","b3072","Boom Beach","Strategy","Supercell","4.24474"
"a107","Clash Royale","Strategy","Supercell","4.5","b3073","Clash Royale","Strategy","Supercell","4.29331"
"a2200","Cooking Fever","Arcade","Nordcurrent","4.4","b3074","Cooking Fever","Entertainment","Nordcurrent","4.47539"
"a161","Clash of Clans","Strategy","Supercell","4.6","b3076","Clash of Clans","Action","Supercell","4.45873"
"a1312","Quiz of Kings","Trivia","Elyas Nadali","4.2","b3165","Quiz of Kings","Education","Elyas Nadali","3.45"
"a1523","Trivia Crack (Ad free)","Trivia","Etermax","4.6","b3205","Trivia Crack (Ad Free)","Entertainment","Etermax","none"
"a1515","Trivia Crack Kingdoms","Trivia","Etermax","4.4","b3215","Trivia Crack Kingdoms","Entertainment","Etermax","3.60714"
"a1538","Trivia Crack","Trivia","Etermax","4.5","b3230","Trivia Crack","Family","Etermax","3.82813"
"a182","Free Word Search Puzzles","Word","Devarai Wordplay","4.2","b3271","Free Word Search Puzzles","Word","Devarai","4.36774"
"a25","Wordox The Word Snatcher","Word","IsCool Entertainment","4.3","b3294","Wordox The Word Snatcher","Entertainment","IsCool Entertainment","3321 Ratings"
"a1439","Hanging With Friends","Word","Zynga","4.2","b3360","Hanging With Friends","Word","Zynga Inc.","53844 Ratings"
"a153","Psych! Outwit Your Friends","Word","Warner Bros. International Enterprises","4.2","b3372","Psych! Outwit Your Friends","Family","Warner Bros.","3.04242"
"a265","Word Crack Free","Word","Etermax","4.2","b3375","Word Crack Free","Dice","Etermax","4.44031"
"a15","Four Letters","Word","PIKPOK","4.4","b3381","Four Letters","Word","PikPok","4.37764"
"a379","AlphaBetty Saga","Puzzle","King","4.2","b3428","AlphaBetty Saga","Puzzle","King","4.2027"
"a1190","Draw Something","Word","OMGPOP","4.0","b3436","Draw Something","Word","OMGPOP","361119 Ratings"
"a3224","Scribblenauts Remix","Puzzle","Warner Bros. International Enterprises","4.2","b3437","Scribblenauts Remix","Puzzle","Warner Bros.","4.21978"
"a239","7 Little Words","Word","Blue Ox Technologies Ltd.","4.7","b3444","7 Little Words","Word","Blue Ox Technologies Ltd.","60816 Ratings"
"a1505","Hangman Free","Word","Optime Software","3.8","b3447","Hangman Free","Entertainment","Optime Software LLC","4.1414"
"a1497","Heads Up!","Word","Warner Bros. International Enterprises","4.1","b3454","Heads Up!","Entertainment","Warner Bros.","4.62564"
"a1504","Guess The Emoji","Word","Random Logic Games, LLC","4.4","b3458","Guess The Emoji","Entertainment","Conversion, LLC","4.49519"
"a246","4 Pics 1 Word","Word","LOTUM GmbH","4.4","b3466","4 Pics 1 Word","Word","LOTUM GmbH","4.31496"
"a1442","Words With Friends Classic","Word","Zynga","4.3","b3469","Words With Friends Classic","Word","Zynga Inc.","3.12162"
"a2513","8bit Ninja","Action","DogByte Games","3.9","b3482","8bit Ninja","Role Playing","Dogbyte Games Kft.","4.38923"
"a1255","Pocket Politics","Simulation","Kongregate","4.1","b3483","Pocket Politics","Role Playing","Kongregate","3.0"
"a210","Crusaders Quest","Role Playing","NHN Entertainment Corp.","4.4","b3489","Crusaders Quest","Action","NHN Entertainment Corp.","4.75"
"a119","Tap Titans 2","Role Playing","Game Hive Corporation","4.8","b3491","Tap Titans 2","Adventure","Game Hive Corp.","4.15179"
"a2597","Empire Z: Endless War","Strategy","Ember Entertainment","4.2","b3503","Empire Z: Endless War","Entertainment","Ember Entertainment","4.09999"
"a892","Throne Rush","Strategy","NEXTERS","4.4","b3506","Throne Rush","Strategy","Nexters Global LTD","4.71429"
"a1214","Punch Hero","Sports","GAMEVIL Inc.","4.4","b3528","Punch Hero","Role Playing","GAMEVIL USA, Inc.","4.21917"
"a893","Mini Warriors","Strategy","Triniti Interactive Ltd.","4.3","b3534","Mini Warriors","Entertainment","Triniti Interactive Limited","4.375"
"a175","FINAL FANTASY BRAVE EXVIUS","Role Playing","SQUARE ENIX Co.,Ltd.","4.6","b3545","FINAL FANTASY BRAVE EXVIUS","Role Playing","SQUARE ENIX INC","4.61956"
"a1026","Galaxy Legend","Role Playing","Tap4fun Corp., Ltd.","4.2","b3548","Galaxy Legend","Strategy","Tap4Fun Game Ltd","4218 Ratings"
"a2226","Angry Birds Fight! RPG Puzzle","Puzzle","Rovio Entertainment Ltd.","4.3","b3553","Angry Birds Fight! RPG Puzzle","Action","Rovio Entertainment Ltd","4.46575"
"a882","Unison League","Role Playing","Ateam Inc.","4.6","b3564","Unison League","Action","Ateam Inc.","4.57143"
"a2539","ZOMBIES ATE MY FRIENDS","Adventure","Glu","4.4","b3566","Zombies Ate My Friends","Entertainment","Glu Games Inc","4.53284"
"a936","SMASH Monsters - City Rampage","Role Playing","A Thinking Ape Entertainment Ltd.","4.3","b3573","Smash Monsters - City Rampage","Strategy","A Thinking Ape Entertainment Ltd.","6955 Ratings"
"a847","Taichi Panda","Role Playing","Snail Games USA Inc","4.1","b3578","Taichi Panda","Role Playing","Snail Games USA Inc.","4.0"
"a943","Mighty Monsters","Role Playing","Uken Games","4.1","b3599","Mighty Monsters","Games","Uken Games","4.41176"
"a2523","Cartoon Wars: Gunner+","Arcade","GAMEVIL Inc.","4.6","b3610","Cartoon Wars: Gunner+","Role Playing","GAMEVIL USA, Inc.","4.79384"
"a168","DC Legends","Role Playing","Warner Bros. International Enterprises","4.5","b3613","DC Legends","Strategy","Warner Bros.","4.26535"
"a2834","Hard Time (Prison Sim)","Adventure","MDickie","4.2","b3616","Hard Time (Prison Sim)","Adventure","MDickie","3.75"
"a1967","Dear Diary - Interactive Story","Simulation","Tapps Games","4.2","b3626","Dear Diary - Interactive Story","Role Playing","Tapps Tecnologia da Informao Ltda.","4.57834"
"a1011","Dungeon Boss","Role Playing","Big Fish Games","4.4","b3632","Dungeon Boss","Inc","Big Fish Games, Inc","4.23754"
"a642","Beat the Boss 4","Action","Game Hive Corporation","4.3","b3636","Beat the Boss 4","Role Playing","Game Hive Corp.","4.08474"
"a111","Tap Titans","Role Playing","Game Hive Corporation","4.7","b3637","Tap Titans","Adventure","Game Hive Corp.","4.77069"
"a464","STARDOM: HOLLYWOOD","Adventure","Glu","4.2","b3641","Stardom: Hollywood","Entertainment","Glu Games Inc","4.63131"
"a944","Brave Frontier","Role Playing","gumi Inc.","4.4","b3649","Brave Frontier","Adventure","gumi Inc.","4.59346"
"a215","Dungeon Hunter 4","Role Playing","Gameloft","4.5","b3651","Dungeon Hunter 4","Action","Gameloft","4.57347"
"a1087","MARVEL Future Fight","Role Playing","Netmarble Games","4.6","b3657","MARVEL Future Fight","Action","Netmarble Games Corp.","4.13019"
"a723","Lords Mobile","Strategy","IGG.COM","4.5","b3663","Lords Mobile","Entertainment","IGG.COM","4.20559"
"a1975","Fire Emblem Heroes","Simulation","Nintendo Co., Ltd.","4.6","b3675","Fire Emblem Heroes","Strategy","Nintendo Co., Ltd.","4.6323"
"a1469","BIG WIN Basketball","Sports","Hothead Games","4.1","b3684","BIG WIN Basketball","Sports","Hothead Games Inc.","4.09202"
"a840","Shadow Fight 2","Action","NEKKI","4.6","b3687","Shadow Fight 2","Games","Nekki Games","4.66952"
"a1618","Angry Birds Epic RPG","Role Playing","Rovio Entertainment Ltd.","4.5","b3689","Angry Birds Epic RPG","Adventure","Rovio Entertainment Ltd","4.69513"
"a169","Summoners War","Role Playing","Com2uS","4.3","b3690","Summoners War","Role Playing","Com2uS Corp.","4.22642"
"a841","Kill Shot","Simulation","Hothead Games","4.3","b3693","Kill Shot","Role Playing","Hothead Games Inc.","4.49533"
